STAR_ID_g,RA_g,DEC_g,MEDIAN_g,MEAN_g,CLIPPED_MEAN_g,CLIPPED_SIGMA_g,N_NOTCLIPPED_g,RESIDUALS_g,CLIPPED_MEAN_ERROR_g,STAR_ID_r,RA_r,DEC_r,MEDIAN_r,MEAN_r,CLIPPED_MEAN_r,CLIPPED_SIGMA_r,N_NOTCLIPPED_r,RESIDUALS_r,CLIPPED_MEAN_ERROR_r,STAR_ID_i,RA_i,DEC_i,MEDIAN_i,MEAN_i,CLIPPED_MEAN_i,CLIPPED_SIGMA_i,N_NOTCLIPPED_i,RESIDUALS_i,CLIPPED_MEAN_ERROR_i,STAR_ID_z,RA_z,DEC_z,MEDIAN_z,MEAN_z,CLIPPED_MEAN_z,CLIPPED_SIGMA_z,N_NOTCLIPPED_z,RESIDUALS_z,CLIPPED_MEAN_ERROR_z,STAR_ID_Y,RA_Y,DEC_Y,MEDIAN_Y,MEAN_Y,CLIPPED_MEAN_Y,CLIPPED_SIGMA_Y,N_NOTCLIPPED_Y,RESIDUALS_Y,CLIPPED_MEAN_ERROR_Y
1,29.9007982857,0.733938285714,17.8423,17.8463,17.8463,0.00747051346485,7,0.00688571428571,0.00282358868485,719,29.9008175714,0.733916857143,16.3183,16.3123,16.3123,0.0164264594916,7,0.0133428571429,0.00620861810514,2076,29.9008214286,0.73392,15.2445,15.2475142857,15.2475142857,0.013661565333,7,0.0103020408163,0.00516358634156,162,29.900822,0.733907,14.698,14.6999285714,14.6999285714,0.0149902553381,7,0.0123183673469,0.00566578395915,346,29.9008186667,0.733906777778,14.4669,14.4642333333,14.4642333333,0.00797175569676,9,0.00684444444444,0.00265725189892
2,29.899589,0.731775857143,17.5623,17.5633142857,17.5633142857,0.0120600199682,7,0.0109020408163,0.00455825909175,720,29.8996037143,0.731773142857,17.1801,17.1784571429,17.1784571429,0.0142813421881,7,0.0118775510204,0.00539783997399,2077,29.8996022857,0.731769714286,17.0154,17.0158857143,17.0158857143,0.0149612288047,7,0.0114408163265,0.00565481296074,163,29.899607,0.731765285714,17.0003,16.9966571429,16.9966571429,0.0158349394101,7,0.0140775510204,0.00598504452928,347,29.8996053333,0.731761444444,17.0262,17.0257666667,17.0257666667,0.0176044817526,9,0.0121481481481,0.0058681605842
3,29.8995415,0.7814705,19.23155,19.2261833333,19.2261833333,0.0559201638251,6,0.0522833333333,0.022829311284,721,29.899553,0.781455285714,17.7477,17.7524857143,17.7524857143,0.0248503767474,7,0.0214408163265,0.00939255955143,2078,29.8995574286,0.781455714286,16.5781,16.5861142857,16.5861142857,0.0251065972304,7,0.0228163265306,0.00948940179125,164,29.8995607143,0.781448,15.9299,15.9361142857,15.9361142857,0.016052007313,7,0.0150448979592,0.00606708848479,348,29.8995588889,0.781442666667,15.6266,15.6286666667,15.6286666667,0.00981597337676,9,0.00854074074074,0.00327199112559
4,29.8976592857,0.711806857143,17.296,17.2952571429,17.2952571429,0.010999851576,7,0.00870612244898,0.0041575531041,722,29.8976715714,0.711799142857,16.9056,16.9063428571,16.9063428571,0.016617018569,7,0.0127632653061,0.00628064266642,2079,29.8976755714,0.711793857143,16.7331,16.7314285714,16.7314285714,0.0155261727678,7,0.0135673469388,0.00586834170804,165,29.8976781429,0.711787,16.7331,16.7322285714,16.7322285714,0.0111361335026,7,0.00845306122449,0.00420906283067,349,29.8976744444,0.711790777778,16.7661,16.7644888889,16.7644888889,0.0132428130986,9,0.00983456790123,0.00441427103288
5,29.889046,0.741528,20.14745,20.14745,20.14745,0.00185,2,0.00185,0.00130814754519,1700,29.8891046667,0.741530666667,19.5368,19.5377666667,19.5377666667,0.017608773066,3,0.0146888888889,0.0101664298697,2603,29.8890995,0.741522,19.2549,19.220625,19.220625,0.0751112633032,4,0.0639125,0.0375556316516,2308,29.8890996,0.7415162,19.1692,19.17546,19.17546,0.0399599099098,5,0.036152,0.0178706149866,2079,29.88910475,0.741506,19.1779,19.1792,19.1792,0.0120911124385,4,0.00915,0.00604555621924
6,29.8825785,0.7644315,19.58275,19.58275,19.58275,0.04415,2,0.04415,0.0312187643894,983,29.882569,0.7644246,19.0741,19.07728,19.07728,0.029394176294,5,0.022416,0.0131454752672,2277,29.8825676667,0.764414333333,18.85385,18.86565,18.86565,0.0462268230216,6,0.0365,0.0188720214721,2309,29.88258325,0.76440625,18.7834,18.774925,18.774925,0.0161505998341,4,0.0139125,0.00807529991703,2080,29.8825727143,0.764413428571,18.8396,18.8419714286,18.8419714286,0.0426649978415,7,0.0313387755102,0.0161258534251
7,29.875278,0.73988175,19.208,19.20795,19.20795,0.0367769968866,4,0.03415,0.0183884984433,724,29.8752941667,0.739893333333,18.6463,18.6485833333,18.6485833333,0.0250158227706,6,0.0236166666667,0.0102126668806,2081,29.8752992857,0.739890428571,18.4411,18.4440428571,18.4440428571,0.0574161713692,7,0.049506122449,0.0217012729538,2310,29.8753012,0.7398838,18.3984,18.39022,18.39022,0.0326629698588,5,0.029896,0.0146073241903,2405,29.8752965,0.739889833333,18.38515,18.39515,18.39515,0.0375126089913,6,0.03125,0.0153144584915
8,29.8710238,0.665344,18.2358,18.22526,18.22526,0.0309515492342,5,0.028328,0.0138419536193,725,29.8710388571,0.665312571429,17.1229,17.1240285714,17.1240285714,0.0138239661753,7,0.0109183673469,0.00522496809035,2082,29.871044,0.665306333333,16.68705,16.6826666667,16.6826666667,0.0191205532231,6,0.0166111111111,0.00780593316603,167,29.8710491429,0.665302857143,16.4631,16.4760142857,16.4760142857,0.0251596859265,7,0.0225346938776,0.00950946743227,351,29.8710453333,0.665305,16.3544,16.3556222222,16.3556222222,0.0103315888611,9,0.00902469135802,0.0034438629537
9,29.8693874286,0.744424571429,17.4843,17.4833142857,17.4833142857,0.0155022973939,7,0.0117551020408,0.00585931766493,726,29.8693985714,0.744415857143,16.7772,16.7713714286,16.7713714286,0.0132916423027,7,0.0112693877551,0.00502376857835,2083,29.8694045714,0.744416714286,16.4933,16.4921285714,16.4921285714,0.0164682130426,7,0.0125020408163,0.00622439946405,168,29.8694011429,0.744406285714,16.3341,16.3312857143,16.3312857143,0.0163414834588,7,0.0147020408163,0.00617650018368,352,29.8694006667,0.744404777778,16.2997,16.2946333333,16.2946333333,0.0127854083496,9,0.010762962963,0.00426180278321
10,29.8502277143,0.775561,16.3528,16.3542714286,16.3542714286,0.00461107805359,7,0.00411020408163,0.00174282368653,727,29.8502362857,0.775557571429,15.4595,15.4523857143,15.4523857143,0.0134918418282,7,0.0116489795918,0.00509943688654,2084,29.8502511429,0.775563142857,15.1503,15.1471,15.1471,0.0165349845566,7,0.0131428571429,0.00624963672414,169,29.8502508571,0.775567857143,15.0252,15.0195857143,15.0195857143,0.0136502672471,7,0.0119591836735,0.0051593160665,353,29.8502436667,0.775561888889,14.9555,14.9534555556,14.9534555556,0.0118812748204,9,0.0102938271605,0.00396042494014
11,29.8350635714,0.784806714286,15.3159,15.3170714286,15.3170714286,0.00893095968059,7,0.00727346938775,0.00337558546914,728,29.8350648571,0.784806857143,14.8964,14.8938857143,14.8938857143,0.0113117421383,7,0.0103591836735,0.00427543665613,2085,29.8350734286,0.784804714286,14.7365,14.7358428571,14.7358428571,0.0117608135218,7,0.00980816326531,0.00444516968492,170,29.8350635714,0.784809,14.7128,14.7066714286,14.7066714286,0.0144225730106,7,0.0122897959184,0.00545122020737,354,29.8350682222,0.784808222222,14.7336,14.7334777778,14.7334777778,0.0087288509843,9,0.00733580246914,0.00290961699477
12,29.8248158571,0.760877571429,16.9305,16.9309428571,16.9309428571,0.0116236037125,7,0.0103346938776,0.00439330925166,729,29.8248217143,0.760877142857,16.2559,16.2527571429,16.2527571429,0.010671839732,7,0.00999183673469,0.00403357628034,2086,29.8248277143,0.760874142857,15.9957,16.0015714286,16.0015714286,0.0174039990713,7,0.0156530612245,0.00657809333723,171,29.8248182857,0.760877857143,15.8806,15.8824714286,15.8824714286,0.0119329931924,7,0.0103959183673,0.0045102474834,355,29.8248244444,0.760876777778,15.8534,15.8493111111,15.8493111111,0.010729548447,9,0.00854320987654,0.003576516149
13,29.8239173333,0.793368333333,17.3618,17.3592,17.3592,0.0108374351209,6,0.00903333333333,0.00442436436113,730,29.8239295,0.7933595,16.2852,16.28225,16.28225,0.0115968027203,6,0.0101666666667,0.00473437488541,2087,29.8239333333,0.793359333333,15.9005,15.9003166667,15.9003166667,0.00888770999127,6,0.00785,0.00362839241007,172,29.8239211667,0.7933735,15.70165,15.7007833333,15.7007833333,0.0129589630072,6,0.00898888888889,0.00529047449388,356,29.823930125,0.793367875,15.6072,15.6119375,15.6119375,0.0154200306015,8,0.012896875,0.0054518041022
14,29.8061305714,0.774389,18.5427,18.5351714286,18.5351714286,0.0132118685048,7,0.0110612244898,0.00499361691688,731,29.8061337143,0.774381142857,17.1117,17.1094285714,17.1094285714,0.0143973920541,7,0.0110448979592,0.00544170270043,2088,29.8061382857,0.774378142857,16.3787,16.3785857143,16.3785857143,0.00919960070118,7,0.00695918367347,0.00347712223092,173,29.806132,0.774382857143,16.0105,16.0086428571,16.0086428571,0.0111041635876,7,0.010093877551,0.00419697933859,357,29.80614,0.774377333333,15.8412,15.8391666667,15.8391666667,0.00861690844277,9,0.00777037037037,0.00287230281426
15,29.7930326667,0.783377166667,19.16005,19.1553,19.1553,0.0169532691046,6,0.0120666666667,0.00692114312973,732,29.7930298571,0.783369571429,18.4976,18.4994857143,18.4994857143,0.0196556374008,7,0.0156408163265,0.00742913263186,2278,29.7930382,0.7833672,18.2755,18.27256,18.27256,0.00659320862706,5,0.006168,0.00294857253599,174,29.7930198,0.783376,18.142,18.13064,18.13064,0.0283144203543,5,0.022176,0.0126625937311,358,29.7930335714,0.783369428571,18.1444,18.1397285714,18.1397285714,0.0312538324181,7,0.0249959183673,0.0118128382994
16,29.7910132,0.778732,19.0199,19.02938,19.02938,0.0330254084002,5,0.028416,0.0147694116335,733,29.7910204286,0.778726142857,17.5236,17.5271857143,17.5271857143,0.0146505415377,7,0.013412244898,0.00553738421158,2089,29.7910281429,0.778723142857,16.541,16.5356285714,16.5356285714,0.0126280542881,7,0.0120244897959,0.00477295588412,175,29.7910152857,0.778725,15.9755,15.9798285714,15.9798285714,0.0139816935706,7,0.0117551020408,0.00528458344219,359,29.7910237778,0.778722333333,15.75,15.7488111111,15.7488111111,0.0108234769978,9,0.00920987654321,0.00360782566592
17,29.7909607143,0.705061285714,15.9637,15.9675714286,15.9675714286,0.0144652997881,7,0.0123387755102,0.00546736941132,734,29.7909638571,0.705041,15.3989,15.3956428571,15.3956428571,0.0141555498599,7,0.00944081632653,0.00535029494296,2090,29.7909767143,0.705038428571,15.1961,15.1917428571,15.1917428571,0.0168755831343,7,0.0140081632653,0.00637837088608,176,29.7909698571,0.705043857143,15.1193,15.1110571429,15.1110571429,0.0183928446602,7,0.0169918367347,0.00695184183913,360,29.7909735556,0.705046333333,15.1026,15.0981111111,15.0981111111,0.0116661375541,9,0.00947407407407,0.00388871251805
18,29.7783803333,0.658202333333,15.5078,15.5070666667,15.5070666667,0.006552522839,3,0.00557777777778,0.00378310082497,989,29.7783805,0.658175,14.7028,14.707475,14.707475,0.0102813848775,4,0.0088125,0.00514069243877,2279,29.7783916667,0.658162666667,14.4317,14.4337666667,14.4337666667,0.00621628685167,3,0.00562222222222,0.00358897488717,2311,29.7783896667,0.658161333333,14.2929,14.2959,14.2959,0.00741350119714,3,0.0068,0.00428018691181,2081,29.7783876667,0.658161,14.2427,14.2391333333,14.2391333333,0.00897564606155,3,0.00822222222222,0.00518209166979
19,29.7750748333,0.698305666667,18.79445,18.7960166667,18.7960166667,0.0190239687996,6,0.0170833333333,0.00776650274028,735,29.7750871429,0.698283142857,17.331,17.3335857143,17.3335857143,0.020122654509,7,0.0175265306122,0.00760564850705,2091,29.7750951429,0.698283428571,16.5502,16.5516285714,16.5516285714,0.00808626954176,7,0.00660408163265,0.00305632260596,177,29.7750861429,0.698286857143,16.1333,16.1373714286,16.1373714286,0.0188952536962,7,0.0153959183673,0.00714173460567,361,29.7750938889,0.698287444444,15.9607,15.9602222222,15.9602222222,0.00891562645369,9,0.00605925925926,0.00297187548456
20,29.7744991429,0.774580428571,16.2316,16.2309571429,16.2309571429,0.0106737136586,7,0.00876326530612,0.00403428455802,736,29.7745001429,0.774582428571,15.7034,15.6970857143,15.6970857143,0.0132362520128,7,0.0118734693878,0.00500283301664,2092,29.7745024286,0.774585285714,15.5121,15.5084571429,15.5084571429,0.0131526050807,7,0.0117346938776,0.00497121744802,178,29.7744944286,0.774589428571,15.4447,15.4450714286,15.4450714286,0.0117264918985,7,0.00844489795918,0.00443219733065,362,29.7745006667,0.774583222222,15.4504,15.4494,15.4494,0.00718949851442,9,0.0056,0.00239649950481
21,29.760374,0.764773285714,16.749,16.7569714286,16.7569714286,0.0146000698908,7,0.0123673469388,0.00551830772218,737,29.7603692857,0.764776571429,16.4166,16.4157,16.4157,0.0092495559739,7,0.00748571428571,0.00349600354924,2093,29.7603737143,0.76478,16.2921,16.2911714286,16.2911714286,0.0102335183568,7,0.00688979591837,0.00386790637276,179,29.7603655714,0.764786,16.2736,16.2769857143,16.2769857143,0.010612045524,7,0.00878367346939,0.00401097619404,363,29.7603721111,0.764783444444,16.3125,16.3139,16.3139,0.0107875442577,9,0.00933333333333,0.00359584808589
22,29.7325328571,0.684370714286,18.361,18.3544714286,18.3544714286,0.020040367425,7,0.0178897959184,0.00757454691272,738,29.7325332857,0.684359285714,17.9952,17.9868571429,17.9868571429,0.0272188934982,7,0.0220326530612,0.0102877747369,2094,29.7325376667,0.684358166667,17.83305,17.8314833333,17.8314833333,0.0248911909898,6,0.0213166666667,0.0101617861692,180,29.7325304286,0.684363428571,17.8162,17.8136571429,17.8136571429,0.0392550217768,7,0.0300775510204,0.0148370036188,364,29.7325398889,0.684366555556,17.8619,17.8648,17.8648,0.024787227894,9,0.0193777777778,0.00826240929798
23,29.699388,0.703047,18.28685,18.284325,18.284325,0.0136854621771,4,0.011975,0.00684273108853,990,29.6993875,0.703021833333,17.79255,17.7893166667,17.7893166667,0.010970022283,6,0.00793888888889,0.00447849284337,2095,29.6993898571,0.703028571429,17.5977,17.5878428571,17.5878428571,0.0258598341141,7,0.0212816326531,0.00977409857304,181,29.6993845714,0.703035142857,17.54,17.5459428571,17.5459428571,0.0198768966493,7,0.0182489795918,0.00751276076712,365,29.699397125,0.703036875,17.5514,17.557125,17.557125,0.0300707395153,8,0.0249,0.0106316119133
24,29.6965185714,0.771658142857,17.8011,17.8007,17.8007,0.0143451335701,7,0.0128285714286,0.00542195085005,739,29.6965115714,0.771664,17.2677,17.2631714286,17.2631714286,0.0152359269291,7,0.0137183673469,0.00575863909255,2097,29.6965127143,0.771664857143,17.0595,17.0559428571,17.0559428571,0.0179682940714,7,0.0154653061224,0.00679137679958,183,29.6964987143,0.771676428571,16.9944,16.9899285714,16.9899285714,0.0142849285498,7,0.0122530612245,0.00539919549131,367,29.696510125,0.771669875,16.9832,16.9804125,16.9804125,0.0241165108121,8,0.0200125,0.0085264741669
25,29.68914,0.667114166667,19.0912,19.0810333333,19.0810333333,0.0357060530194,6,0.0259888888889,0.0145769351044,740,29.6891338333,0.667111666667,18.74025,18.7237,18.7237,0.0529342988997,6,0.0416666666667,0.0216103370327,2280,29.6891396,0.6671148,18.6298,18.61542,18.61542,0.0345019651614,5,0.026528,0.0154297478917,2312,29.6891446,0.6671164,18.5737,18.58932,18.58932,0.0340638459367,5,0.031384,0.0152338150179,368,29.6891395,0.6671215,18.6434,18.6605833333,18.6605833333,0.0491937806593,6,0.0376444444444,0.0200832768556
26,29.680137,0.662317,19.95375,19.95375,19.95375,0.03265,2,0.03265,0.0230870364057,992,29.6801386,0.6622858,18.504,18.51908,18.51908,0.0229255665143,5,0.022296,0.0102526250297,2098,29.6801397143,0.662282714286,17.5124,17.5208714286,17.5208714286,0.0235713939394,7,0.0212244897959,0.00890914948839,184,29.680138,0.662293571429,16.9964,16.9948285714,16.9948285714,0.0292639570748,7,0.0213102040816,0.0110607361139,369,29.680146625,0.662284,16.76945,16.766425,16.766425,0.0168428582788,8,0.01426875,0.00595484965175
27,29.6702012857,0.789341714286,16.9249,16.9190142857,16.9190142857,0.0211153585654,7,0.0175224489796,0.00798085537259,741,29.670186,0.789355142857,16.3361,16.3295285714,16.3295285714,0.0105801315527,7,0.00865306122449,0.0039989138467,2099,29.67018,0.789358142857,16.1066,16.1020142857,16.1020142857,0.0216609212686,7,0.0185265306122,0.00818705869218,185,29.670172,0.789373428571,16.0261,16.0244571429,16.0244571429,0.018614652995,7,0.0138897959184,0.00703567750949,370,29.6701868889,0.789371555556,15.9876,15.9860111111,15.9860111111,0.0107749137088,9,0.00827654320988,0.00359163790293
28,29.6654483333,0.68226,19.8203,19.8513333333,19.8513333333,0.0450238702122,3,0.0424444444444,0.025994543587,993,29.6654385,0.682246166667,18.67125,18.6687333333,18.6687333333,0.0381749772611,6,0.0288555555556,0.0155848692054,2100,29.6654497143,0.682252714286,18.2474,18.2348571429,18.2348571429,0.0262118761057,7,0.0227918367347,0.00990715793887,186,29.665428,0.682261,17.9842,17.9789142857,17.9789142857,0.0219261376034,7,0.019412244898,0.0082873010444,2082,29.66544325,0.68225625,17.9011,17.9093375,17.9093375,0.0396798417808,8,0.032271875,0.0140289425998
29,29.6600328333,0.667765,18.2919,18.2857666667,18.2857666667,0.0212688870314,6,0.0165777777778,0.00868298677065,994,29.6600341667,0.6677375,16.80205,16.7972333333,16.7972333333,0.0196654236895,6,0.0166333333333,0.0080283756025,2101,29.6600387143,0.667735,15.8224,15.8170857143,15.8170857143,0.0164173626359,7,0.0137020408163,0.00620517981688,187,29.6600347143,0.667742,15.2812,15.2755571429,15.2755571429,0.0241979843991,7,0.018706122449,0.0091459784213,371,29.6600451111,0.667737555556,15.0565,15.0544666667,15.0544666667,0.00925226698947,9,0.00704444444445,0.00308408899649
30,29.650735,0.658419,17.7258,17.7258,17.7258,0.0041,2,0.0041,0.00289913780287,1702,29.6507416667,0.658397333333,16.3643,16.367,16.367,0.00946185323637,3,0.00846666666667,0.00546280351305,2281,29.650751,0.658391333333,15.8392,15.8363333333,15.8363333333,0.00952622112324,3,0.00855555555556,0.00549996632986,2482,29.65074,0.6583935,15.5269,15.5269,15.5269,0.0087,2,0.0087,0.00615182899632,2430,29.6507475,0.6583985,15.3737,15.3737,15.3737,0.0064,2,0.0064,0.00452548339959
31,29.6496547143,0.722318142857,17.0879,17.0868714286,17.0868714286,0.00923591039456,7,0.00731836734694,0.00349084600504,742,29.649648,0.722309428571,16.4802,16.4829428571,16.4829428571,0.0156984855633,7,0.0129632653061,0.00593346982296,2102,29.6496465714,0.722314428571,16.243,16.2473285714,16.2473285714,0.011344566262,7,0.00992653061225,0.00428784300874,188,29.6496367143,0.722332571429,16.1056,16.1090571429,16.1090571429,0.0225050379847,7,0.0201795918367,0.00850610482195,372,29.649652,0.722326555556,16.0963,16.1004111111,16.1004111111,0.0142550142792,9,0.0124814814815,0.00475167142638
32,29.645819,0.7169095,19.6706,19.694225,19.694225,0.0564293529557,4,0.0468875,0.0282146764779,1033,29.6458034,0.7168988,19.0618,19.04126,19.04126,0.0462078608031,5,0.036104,0.0206647835701,2103,29.645801,0.7169014,18.8358,18.8346,18.8346,0.0188745331068,5,0.01576,0.00844094781408,2410,29.645789,0.71691525,18.69635,18.6815,18.6815,0.0347677292902,4,0.02885,0.0173838646451,2083,29.6457854,0.7169042,18.6657,18.65736,18.65736,0.0467193150635,5,0.038888,0.0208935128688
33,29.6438028571,0.757377142857,16.8125,16.8091571429,16.8091571429,0.00850442861822,7,0.00736326530612,0.00321437188093,743,29.6437925714,0.757389142857,16.1536,16.1482142857,16.1482142857,0.0111876754347,7,0.00772244897959,0.00422854384988,2104,29.6437815714,0.757397,15.8693,15.8726571429,15.8726571429,0.0107469407132,7,0.00836734693877,0.00406196178314,189,29.64377,0.757410428571,15.7388,15.7371714286,15.7371714286,0.00653467985569,7,0.0044693877551,0.00246987682794,373,29.6437841111,0.757405666667,15.6905,15.6886333333,15.6886333333,0.00976433419247,9,0.00844444444444,0.00325477806416
34,29.6404108571,0.763865285714,18.0945,18.1083857143,18.1083857143,0.0311369981382,7,0.0240979591837,0.0117686790924,744,29.6404074286,0.763860571429,16.7173,16.7156714286,16.7156714286,0.00667740631548,7,0.00528979591837,0.0025238223591,2105,29.6404037143,0.763869285714,16.0647,16.0665857143,16.0665857143,0.00925271057913,7,0.00757959183673,0.00349719587795,190,29.6403892857,0.763880285714,15.7269,15.7278142857,15.7278142857,0.00621436781555,7,0.0051306122449,0.00234881025649,374,29.6404047778,0.763876111111,15.5636,15.5634666667,15.5634666667,0.0101995642608,9,0.00874814814815,0.00339985475362
35,29.6376181667,0.736463166667,18.64085,18.63485,18.63485,0.017886004771,6,0.0159333333333,0.00730193087097,745,29.6376111429,0.736461,17.7425,17.7305571429,17.7305571429,0.0259494485019,7,0.0215755102041,0.00980796962789,2106,29.6376055714,0.736462285714,17.4239,17.4218285714,17.4218285714,0.00948317521956,7,0.00784489795918,0.00358430332432,191,29.637591,0.736475428571,17.242,17.2399714286,17.2399714286,0.0181960524986,7,0.0148040816327,0.00687746139347,375,29.6376098889,0.736474111111,17.1725,17.1667222222,17.1667222222,0.019707684783,9,0.016237037037,0.006569228261
36,29.6370787143,0.759556285714,16.0689,16.0683285714,16.0683285714,0.00384956928415,7,0.00351020408163,0.0014550004258,746,29.637063,0.759565,15.7942,15.7927857143,15.7927857143,0.0108165783567,7,0.00795918367347,0.00408828233836,2107,29.6370578571,0.759576285714,15.704,15.7010142857,15.7010142857,0.010011625895,7,0.00921224489796,0.00378403890537,192,29.6370452857,0.759589142857,15.7049,15.7031285714,15.7031285714,0.00656826010571,7,0.00510204081633,0.00248256896944,376,29.6370584444,0.759583444444,15.7502,15.7469333333,15.7469333333,0.00839245693068,9,0.00728888888889,0.00279748564356
37,29.6273218,0.7912702,18.267,18.27446,18.27446,0.0193939784469,5,0.017672,0.0086732508323,747,29.6273113333,0.7912905,17.7907,17.7947833333,17.7947833333,0.0214273514203,6,0.0171444444444,0.0087476795865,2108,29.6272968,0.7913012,17.6105,17.6041,17.6041,0.0193947415554,5,0.01524,0.00867359210477,193,29.6272872,0.7913094,17.5283,17.5312,17.5312,0.00528734337829,5,0.00488,0.00236457184285,377,29.627292375,0.791314875,17.54185,17.5276125,17.5276125,0.0230669914326,8,0.021309375,0.00815541303177
38,29.6268075,0.7152,19.5028,19.494875,19.494875,0.0264667125839,4,0.0217375,0.013233356292,1034,29.6268078,0.7152068,19.4631,19.44134,19.44134,0.0549474876587,5,0.049472,0.0245732635195,2283,29.6268054,0.7151884,19.2214,19.24542,19.24542,0.0495747274324,5,0.042784,0.022170492101,2411,29.6267955,0.71521575,19.3114,19.3383,19.3383,0.060873064651,4,0.05205,0.0304365323255,2431,29.6267945,0.7152085,19.4327,19.4327,19.4327,0.0567,2,0.0567,0.0400929544933
39,29.624004,0.658254,19.90245,19.90245,19.90245,0.02415,2,0.02415,0.0170766287657,1703,29.6240163333,0.658214666667,18.4332,18.4255333333,18.4255333333,0.0210411237554,3,0.0191555555556,0.0121480984642,2284,29.6240245,0.658208,17.6319,17.6319,17.6319,0.0213,2,0.0213,0.0150613744393,2481,29.624017,0.658211,17.18715,17.18715,17.18715,5.5E-4,2,5.5E-4,3.88908729653E-4,2406,29.6240163333,0.658217333333,17.0054,17.0034666667,17.0034666667,0.0176892308733,3,0.0150444444444,0.0102128822065
40,31.1445761667,-0.287087833333,16.103,16.0975166667,16.0975166667,0.0192650302073,6,0.0164444444444,0.00786491564787,2063,31.1446128571,-0.287093857143,15.585,15.5822571429,15.5822571429,0.0065266174006,7,0.00576326530612,0.00246682950635,2531,31.1446284286,-0.287099285714,15.3918,15.3929,15.3929,0.0136606839402,7,0.00988571428571,0.00516325320641,950,31.144631,-0.287095714286,15.3287,15.3230571429,15.3230571429,0.0132788615199,7,0.0112040816327,0.00501893789654,641,31.1446355714,-0.287096428571,15.3611,15.3575428571,15.3575428571,0.011830331132,7,0.00859591836735,0.00447144487185
41,31.1432403333,-0.247390833333,14.73305,14.73945,14.73945,0.0114980795498,6,0.0103,0.00469407131982,2064,31.1432715714,-0.247390714286,14.3637,14.3613,14.3613,0.017967510361,7,0.0168,0.00679108058487,2530,31.1432834286,-0.247399,14.2404,14.2422142857,14.2422142857,0.0142191448981,7,0.0131020408163,0.00537433160805,951,31.1432877143,-0.247383857143,14.2336,14.2357285714,14.2357285714,0.0107846073226,7,0.00788979591837,0.00407619842329,642,31.1432942857,-0.24739,14.294,14.2987,14.2987,0.0133639173042,7,0.0112285714286,0.00505108596123
42,31.136775,-0.298841166667,15.53845,15.5300166667,15.5300166667,0.0191063180359,6,0.0168444444444,0.00780012167521,2065,31.1368082857,-0.298847428571,14.5073,14.5066,14.5066,0.010869879747,7,0.00882857142857,0.00410842837025,2529,31.1368214286,-0.298859142857,14.1407,14.1366,14.1366,0.00861775575691,7,0.0072,0.00325720551318,952,31.1368211429,-0.298856428571,13.9162,13.9138142857,13.9138142857,0.00929353516797,7,0.00878367346939,0.00351262612216,643,31.1368251429,-0.298851714286,13.8679,13.8675428571,13.8675428571,0.0173953078356,7,0.0124081632653,0.0065748083589
43,31.0762488333,-0.2696385,14.9347,14.9189666667,14.9189666667,0.0260432759503,6,0.0224777777778,0.0106321228848,2068,31.076256,-0.269633,14.3256,14.3303333333,14.3303333333,0.011129640106,3,0.0102444444444,0.00642570071118,2526,31.076271,-0.269649,14.1012,14.0986333333,14.0986333333,0.0246841829698,3,0.0209555555556,0.0142514196824,955,31.0762633333,-0.269624333333,14.0042,14.0085,14.0085,0.0085980617971,3,0.008,0.00496409329306,2605,31.0762723333,-0.269643333333,14.0334,14.0347666667,14.0347666667,0.00391776580322,3,0.00355555555556,0.00226192314111
44,31.07508225,-0.26910775,17.1649,17.158375,17.158375,0.0221602543984,4,0.0182375,0.0110801271992,2069,31.075096,-0.269111333333,16.1569,16.1594333333,16.1594333333,0.00988005847936,3,0.00877777777778,0.00570425442267,2525,31.075116,-0.269109666667,15.6493,15.646,15.646,0.0265165357214,3,0.0226666666667,0.0153093290368,956,31.0751013333,-0.2691,15.3214,15.3244333333,15.3244333333,0.00479328233631,3,0.00451111111111,0.00276740284717,2604,31.075104,-0.269118666667,15.2367,15.2362,15.2362,0.00340685583297,3,0.00293333333333,0.00196694913226
45,31.0663745,-0.230418333333,18.41665,18.4278166667,18.4278166667,0.038616292618,6,0.0339833333333,0.0157650354453,2071,31.0663797143,-0.230424857143,17.7783,17.7821714286,17.7821714286,0.0146269530355,7,0.0117020408163,0.00552846859578,2522,31.06638,-0.230416,17.5655,17.568,17.568,0.0150073315416,7,0.0127714285714,0.0056722381574,959,31.0663785,-0.230416833333,17.4551,17.4447666667,17.4447666667,0.0255199703936,6,0.0207111111111,0.0104184842859,666,31.0663734,-0.2304138,17.4526,17.45748,17.45748,0.0222262367485,5,0.019736,0.00993987525073
46,31.0662398333,-0.239375166667,17.99005,17.9905166667,17.9905166667,0.00887870423479,6,0.00821666666667,0.00362471582539,2072,31.0662485714,-0.239374428571,17.4747,17.4726142857,17.4726142857,0.00943101699885,7,0.00789795918367,0.00356458936991,2521,31.0662527143,-0.239369714286,17.3104,17.3130857143,17.3130857143,0.0276206666192,7,0.0208979591837,0.0104396307029,960,31.0662555714,-0.239364,17.274,17.2815285714,17.2815285714,0.0163938764078,7,0.0140897959184,0.00619630285704,667,31.0662541429,-0.239374,17.3169,17.3055857143,17.3055857143,0.0186773681667,7,0.0168734693878,0.00705938161631
